Date,T,W,SR,DSP,DRH,PanE,Index
0.46177446616461504,0.48341013824884793,0.335829307568438,0.6338146811070999,0.4692307692307709,0.7211764705882353,0.36446280991735525,0.3839204816623202
0.3145075794447934,0.3470046082949308,0.3223027375201287,0.6699157641395909,0.4692307692307709,0.6552941176470588,0.35785123966942145,0.5131068665153389
0.744945709405945,0.531336405529954,0.2709339774557165,0.5247894103489771,0.5307692307692291,0.7211764705882353,0.3049586776859504,0.5689815363129059
0.4745104112280205,0.5350230414746545,0.2826892109500805,0.36823104693140785,0.3461538461538458,0.7776470588235295,0.2322314049586777,0.5649824146088253
0.4603514950930506,0.47235023041474655,0.3277777777777778,0.8537906137184115,0.5,0.6835294117647058,0.4768595041322313,0.2254290563710451
0.1764793855030397,0.284331797235023,0.2423510466988727,0.489410348977136,0.7461538461538458,0.5047058823529412,0.3115702479338843,0.7381888500075
0.8200021238374203,0.476036866359447,0.2804347826086957,0.38327316486161245,0.4692307692307709,0.6647058823529413,0.2652892561983471,0.7862471684777265
0.1092103749457979,0.37649769585253445,0.1719001610305958,0.40601684717208175,0.6846153846153833,0.3164705882352941,0.3314049586776858,0.8947437384571947
0.5375105085705689,0.5460829493087559,0.3197262479871176,0.8605294825511431,0.40769230769230824,0.6458823529411765,0.5231404958677686,0.2606960007789757
0.1771660929355858,0.4465437788018435,0.2419484702093397,0.3286401925391095,0.5,0.7682352941176471,0.1793388429752066,0.882353992177012
0.89645319150819,0.42811059907834104,0.1326892109500805,0.1660649819494584,0.5923076923076916,0.5517647058823529,0.1793388429752066,0.7059113862837819
0.6677937753864942,0.6308755760368665,0.314975845410628,0.6732851985559566,0.3769230769230749,0.7023529411764706,0.4305785123966942,0.7958449388952077
0.1778811182004017,0.5903225806451613,0.2400966183574879,0.5225030084235861,0.5307692307692291,0.2223529411764706,0.5363636363636364,0.3812160263952511
0.3215941169703459,0.3986175115207373,0.4605475040257647,0.3486161251504212,0.40769230769230824,0.7023529411764706,0.2652892561983471,0.6205169830058833
0.1750634938895427,0.2880184331797235,0.2416264090177133,0.30806257521058955,0.5307692307692291,0.5894117647058824,0.2454545454545454,0.4213697177073743
0.1849747351840217,0.3064516129032258,0.2126409017713365,0.4332129963898915,0.6538461538461542,0.5894117647058824,0.2586776859504132,0.37186530615004
0.1842455510030707,0.3396313364055299,0.32745571658615125,0.5129963898916968,0.5615384615384625,0.2788235294117647,0.4371900826446281,0.8906360274248509
0.7534481385449944,0.5387096774193549,0.4165861513687601,0.4423586040914561,0.5615384615384625,0.6647058823529413,0.33801652892561973,0.1447093651260945
0.252937532631877,0.4391705069124424,0.2738325281803543,0.6587244283995186,0.5307692307692291,0.4105882352941177,0.4636363636363636,0.7191359514990407
0.261432882312859,0.3506912442396314,0.2738325281803543,0.4176895306859205,0.4692307692307709,0.6647058823529413,0.2520661157024793,0.475181191873117
0.2578789943629815,0.5276497695852536,0.3252012882447666,0.7095066185318892,0.43846153846153735,0.5329411764705883,0.4768595041322313,0.6542361681209019
0.32937444138651173,0.44285714285714284,0.3076489533011272,0.5539109506618533,0.5,0.6929411764705883,0.3247933884297521,0.6957901977916061
0.8249577444846597,0.4207373271889401,0.2353462157809984,0.37075812274368214,0.5,0.6270588235294118,0.2454545454545454,0.8273714388609482
0.8164411564294753,0.4612903225806452,0.2690821256038648,0.2865222623345367,0.4692307692307709,0.7211764705882353,0.212396694214876,0.1124170695796259
0.8164482358875429,0.4465437788018435,0.2573268921095008,0.36799037304452453,0.5307692307692291,0.7211764705882353,0.2322314049586777,0.45425254051095576
0.40018318097749606,0.468663594470046,0.3743961352657005,0.7836341756919374,0.43846153846153735,0.6552941176470588,0.4768595041322313,0.236441953630116
0.2628416944682884,0.5276497695852536,0.2852657004830918,0.7008423586040915,0.4692307692307709,0.5517647058823529,0.4504132231404959,0.3164007539084527
0.7548569507004239,0.490783410138249,0.33180354267310774,0.40830324909747284,0.43846153846153735,0.6647058823529413,0.3049586776859504,0.8269457904282346
0.6146978398803571,0.6788018433179723,0.34903381642512066,0.7756919374247894,0.4692307692307709,0.608235294117647,0.5694214876033058,0.3917746693868428
0.251507482102245,0.3543778801843318,0.34428341384863115,0.474849578820698,0.4692307692307709,0.5423529411764706,0.34462809917355364,0.8651547296099421
0.259287806518411,0.40230414746543763,0.2136876006441224,0.7144404332129963,0.5923076923076916,0.5423529411764706,0.3975206611570249,0.3888056089443098
0.533276992646213,0.5682027649769585,0.4025764895330113,0.786401925391095,0.4692307692307709,0.7211764705882353,0.47024793388429753,0.2283469060931108
0.47169278691716143,0.7820276497695854,0.3857487922705314,0.8318892900120337,0.3153846153846167,0.44823529411764695,0.787603305785124,0.199812954302197
0.5311531552259675,0.57926267281106,0.3718196457326892,0.599037304452467,0.43846153846153735,0.6835294117647058,0.4107438016528926,0.3528857168148405
0.1099112412944789,0.2806451612903226,0.4627214170692432,0.2765342960288808,0.2538461538461541,0.5329411764705883,0.3314049586776858,0.3794898919613071
0.5991017937576879,0.6161290322580645,0.2914653784219001,0.5689530685920577,0.3461538461538458,0.6835294117647058,0.37768595041322306,0.1335422995769642
0.3966292930276186,0.468663594470046,0.4004025764895329,0.57942238267148,0.43846153846153735,0.5047058823529412,0.47024793388429753,0.2763619161224588
0.5368167216799554,0.5829493087557605,0.3351046698872786,0.8315282791817087,0.4692307692307709,0.6741176470588235,0.5231404958677686,0.2882527344924169
0.1807129014273957,0.40230414746543763,0.234621578099839,0.5009626955475331,0.4692307692307709,0.4576470588235294,0.3181818181818182,0.40355859509917036
0.529015158889587,0.490783410138249,0.3472624798711755,0.5676293622141998,0.40769230769230824,0.711764705882353,0.35785123966942145,0.4673666848925664
0.4546879286390627,0.5460829493087559,0.3285024154589371,0.8441636582430805,0.43846153846153735,0.6458823529411765,0.5033057851239671,0.1966736641823276
0.1736334433599108,0.3506912442396314,0.2272946859903381,0.4495788206979543,0.6846153846153833,0.3070588235294117,0.36446280991735525,0.4251424261795733
0.747076626284258,0.5202764976958527,0.293317230273752,0.4173285198555957,0.40769230769230824,0.6364705882352941,0.3115702479338843,0.41638178695265204
0.3173393626717874,0.5608294930875577,0.2555555555555555,0.7636582430806257,0.4692307692307709,0.46705882352941164,0.5628099173553719,0.545689749412482
0.39805226409918315,0.5423963133640554,0.3006441223832528,0.6381468110709988,0.3769230769230749,0.7305882352941176,0.35785123966942145,0.857245303779316
0.262119589745405,0.5018433179723504,0.2896135265700483,0.6803850782190133,0.5923076923076916,0.1752941176470588,0.6421487603305785,0.7795987268814405
0.46176030724848005,0.48341013824884793,0.3197262479871176,0.41143200962695525,0.5307692307692291,0.7494117647058823,0.2652892561983471,0.8461610965932228
0.5396555843650169,0.6456221198156682,0.3171497584541063,0.7126353790613719,0.40769230769230824,0.711764705882353,0.4504132231404959,0.8902336066859803
0.8829880622638336,0.4096774193548387,0.3384057971014492,0.3061371841155234,0.6538461538461542,0.711764705882353,0.2322314049586777,0.8258117177992987
0.6670858295797457,0.6161290322580645,0.3175523349436393,0.6783393501805054,0.40769230769230824,0.6929411764705883,0.4371900826446281,0.6339368716089824
0.40442377635991955,0.490783410138249,0.33180354267310774,0.8342960288808664,0.5,0.5235294117647059,0.5429752066115702,0.338340223686801
0.4709777616523455,0.5682027649769585,0.4206119162640902,0.7716004813477738,0.4692307692307709,0.5988235294117648,0.5495867768595042,0.2056784177153057
0.6713122660460342,0.6788018433179723,0.2584541062801933,0.7042117930204572,0.40769230769230824,0.5329411764705883,0.5165289256198347,0.4147954528817721
0.6090342734263692,0.5976958525345623,0.3659420289855072,0.785439229843562,0.43846153846153735,0.6176470588235294,0.556198347107438,0.2981336554819146
0.7491933842464359,0.5645161290322581,0.2925925925925926,0.2759326113116727,0.5307692307692291,0.7023529411764706,0.2454545454545454,0.5612875499310193
0.1708087395909843,0.284331797235023,0.2452495974235105,0.40902527075812256,0.5307692307692291,0.6552941176470588,0.2520661157024793,0.35407987678543495
0.255755156942736,0.44285714285714284,0.2400966183574879,0.6424789410348978,0.5615384615384625,0.5235294117647059,0.4041322314049587,0.2629916715884194
0.7534410590869269,0.4944700460829493,0.2735104669887279,0.3205776173285198,0.40769230769230824,0.7682352941176471,0.2057851239669421,0.3905620563172938
0.32584179181083683,0.3580645161290321,0.4190821256038647,0.3007220216606497,0.3461538461538458,0.8341176470588235,0.1793388429752066,0.2360283030825915
0.3874330769979558,0.3838709677419355,0.3952495974235105,0.65294825511432,0.6230769230769251,0.6458823529411765,0.3975206611570249,0.5262633762971497
0.46743803261860295,0.6161290322580645,0.3208534621578099,0.8247894103489771,0.3153846153846167,0.6552941176470588,0.5297520661157025,0.31741467673429324
0.8844039538773307,0.39124423963133625,0.302818035426731,0.3297232250300842,0.6538461538461542,0.6552941176470588,0.2322314049586777,0.293822067080839
0.6684875622771077,0.9,0.3516103059581319,0.7246690734055354,0.2538461538461541,0.4294117647058824,0.7148760330578513,0.2849425003920591
0.8277682893374513,0.39124423963133625,0.3157004830917874,0.35559566787003605,0.5307692307692291,0.5988235294117648,0.2851239669421487,0.195947968296409
0.5269054803854765,0.6419354838709677,0.3732689210950081,0.8825511432009627,0.3461538461538458,0.6270588235294118,0.5958677685950414,0.7098380455447434
0.6154057856871057,0.6456221198156682,0.2727858293075684,0.7382671480144404,0.4692307692307709,0.6929411764705883,0.4504132231404959,0.8883878088171547
0.4695618700388484,0.4944700460829493,0.39855072463768104,0.687725631768953,0.3461538461538458,0.6458823529411765,0.4636363636363636,0.1949026466302198
0.6047653602116758,0.5018433179723504,0.3325281803542673,0.357882069795427,0.3769230769230749,0.711764705882353,0.271900826446281,0.4281653779858626
0.2621266692034725,0.41705069124423955,0.3090982286634461,0.5787003610108302,0.3461538461538458,0.6270588235294118,0.390909090909091,0.1058987547555158
0.7428218719856995,0.66036866359447,0.2045088566827697,0.585078219013237,0.3769230769230749,0.4764705882352941,0.4504132231404959,0.5087735937967811
